id,sourceUrl,sourceName,title,dishTypes,summary,extendedIngredients,servings,readyInMinutes,instructions,image
636604,http://www.foodista.com/recipe/ZXS8QYZ6/butternut-squash-tofu-salad-with-toasted-hazelnuts,foodista.com,Butternut Squash Tofu Salad With Toasted Hazelnuts,"['side dish', 'lunch', 'main course', 'salad', 'main dish', 'dinner']","Butternut Squash Tofu Salad With Toasted Hazelnuts takes roughly <b>45 minutes</b> from beginning to end. For <b>$1.55 per serving</b>, you get a main course that serves 4. One serving contains <b>261 calories</b>, <b>13g of protein</b>, and <b>11g of fat</b>. 1 person has made this recipe and would make it again. Head to the store and pick up onions, lemon juice, bell pepper, and a few other things to make it today. It is brought to you by Foodista. It is a good option if you're following a <b>gluten free, dairy free, lacto ovo vegetarian, and vegan</b> diet. Taking all factors into account, this recipe <b>earns a spoonacular score of 93%</b>, which is amazing. <a href=""https://spoonacular.com/recipes/butternut-squash-noodles-with-toasted-hazelnuts-and-crispy-sage-618126"">Butternut Squash Noodles with Toasted Hazelnuts and Crispy Sage</a>, <a href=""https://spoonacular.com/recipes/butternut-squash-salad-with-hazelnuts-9085"">Butternut Squash Salad with Hazelnuts</a>, and <a href=""https://spoonacular.com/recipes/butternut-squash-salad-with-pomegranates-and-toasted-pumpkin-seeds-24823"">Butternut Squash Salad With Pomegranates And Toasted Pumpkin Seeds</a> are very similar to this recipe.","['½ tsp black pepper', '1 whole butternut squash, peeled and cut into ½ inch cubes (about 3 cups chopped)', '14 oz extra firm tofu', '¼ tsp lemon juice', '½ cup raw hazel nuts', '1 whole red pepper (chopped)', '1 whole red pepper (chopped)', '½ whole red onions (finely sliced)', '1 tsp rosemary leaves', '1 tsp rosemary leaves', 'Salt to taste', '½ cup water']",4,45,"<ol><li>Preheat oven at 370 degree Fahrenheit. Prepare 2 cookie sheets with a liner/parchment paper.</li><li>In one cookie sheet spread the tofu pieces and in another cookie sheet spread the hazelnuts.</li><li>Put the cookie sheets in the oven and bake. Bake hazelnuts for 5-7 minutes and tofu for 20 minutes.</li><li>In the meantime combine water and squash in a saucepan. Cover and boil for 5 minutes or until the squash pieces are soft.</li><li>When the squash is boiled let it cool for a while and grind into a smooth paste.</li><li>In a bowl combine salt, black pepper, rosemary, lemon juice and  squash puree and keep it aside.</li><li>When the hazelnuts are done take it out of the oven and let the tofu cook in the same oven. Let the nuts cool and rub gently between palms or with paper towel to remove the skin.</li><li>Once the tofu is cooked for 20 minutes or until very light golden brown in color take it out from the oven.</li><li>In salad bowl combine all the ingredients and mix gently so that the tofu retains its shape.</li><li>Garnish with more hazelnuts and/or rosemary and serve immediately.</li><li>This salad tastes great when warm but can be served at room temperature also.</li></ol>",https://spoonacular.com/recipeImages/636604-556x370.jpg
663985,https://www.foodista.com/recipe/8QRN8DXZ/turkey-and-rice-stuffed-acorn-squash,foodista.com,Turkey and Rice Stuffed Acorn Squash,"['side dish', 'lunch', 'main course', 'main dish', 'dinner']","Turkey and Rice Stuffed Acorn Squash is a main course that serves 6. One portion of this dish contains approximately <b>29g of protein</b>, <b>10g of fat</b>, and a total of <b>411 calories</b>. For <b>$2.95 per serving</b>, this recipe <b>covers 34%</b> of your daily requirements of vitamins and minerals. A mixture of olive oil, bread crumbs, salt and pepper, and a handful of other ingredients are all it takes to make this recipe so tasty. 35 people were impressed by this recipe. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. It is a good option if you're following a <b>dairy free</b> diet. It is brought to you by Foodista. Taking all factors into account, this recipe <b>earns a spoonacular score of 93%</b>, which is awesome. Similar recipes include <a href=""https://spoonacular.com/recipes/turkey-and-rice-stuffed-acorn-squash-1212335"">Turkey and Rice Stuffed Acorn Squash</a>, <a href=""https://spoonacular.com/recipes/butternut-squash-noodle-turkey-bolognese-stuffed-acorn-squash-with-melted-gruyere-two-ways-1253607"">Butternut Squash Noodle Turkey Bolognese Stuffed Acorn Squash with Melted Gruyere: Two Ways</a>, and <a href=""https://spoonacular.com/recipes/butternut-squash-noodle-turkey-bolognese-stuffed-acorn-squash-with-melted-gruyere-two-ways-563828"">Butternut Squash Noodle Turkey Bolognese Stuffed Acorn Squash with Melted Gruyere: Two Ways</a>.","['3 tablespoons olive oil', '3 smalls acorn squash', '1 cup brown basmati rice', '1 small onion', '2 cloves garlic', '1 1/4 pounds (or 1 package) lean ground turkey', '1 package baby bella mushrooms', '1 bag spinach', '2 tablespoons vegeta seasoning', '1/2 teaspoon bell pepper flakes', '1/2 teaspoon bell pepper flakes', 'Salt and pepper', '1/2 cup whole wheat bread crumbs']",6,45,"Prepare rice according to package instructions. (I either cook the rice in chicken stock, or this time I used water and added 1 tablespoon vegeta seasoning to the water to add flavor to the rice as it cooks.)
Meanwhile preheat oven to 375 degrees. Cut squash in half and drizzle with olive oil, salt and pepper. Roast skin side down for 30 minutes.
Heat 1 tablespoon olive oil in large skilled. Add diced onions. Cook until translucent. Add garlic and cook for 1 minute longer. Add turkey, 1 tablespoon vegeta, red pepper, salt and pepper. Cook until turkey is browned and almost cooked through. Rough chop the mushrooms and add to the pan. Cook until mushrooms are softened. Add rice and spinach and stir until spinach is just wilted.
Stuff the squash with the meat and rice mixture and top with bread crumbs. (Either toss bread crumbs with 2 teaspoons olive oil, or I just spray them with spray olive oil to make sure that they brown in the oven.
Bake stuffed squash in oven until bread crumbs are browned.",https://spoonacular.com/recipeImages/663985-556x370.jpg
659689,http://www.foodista.com/recipe/CS67PMR7/seasonal-autumn-stew,Foodista,Seasonal Autumn Stew,"['antipasti', 'soup', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]","Seasonal Autumn Stew requires approximately <b>45 minutes</b> from start to finish. Watching your figure? This gluten free, dairy free, paleolithic, and lacto ovo vegetarian recipe has <b>232 calories</b>, <b>7g of protein</b>, and <b>5g of fat</b> per serving. This recipe serves 4. For <b>$1.73 per serving</b>, this recipe <b>covers 33%</b> of your daily requirements of vitamins and minerals. Not a lot of people really liked this hor d'oeuvre. 1 person has tried and liked this recipe. It can be enjoyed any time, but it is especially good for <b>Autumn</b>. A mixture of cinnamon, garlic, kale, and a handful of other ingredients are all it takes to make this recipe so yummy. It is brought to you by Foodista. Taking all factors into account, this recipe <b>earns a spoonacular score of 93%</b>, which is excellent. Similar recipes include <a href=""https://spoonacular.com/recipes/autumn-stew-438199"">Autumn Stew</a>, <a href=""https://spoonacular.com/recipes/autumn-harvest-stew-120446"">Autumn Harvest Stew</a>, and <a href=""https://spoonacular.com/recipes/autumn-chicken-stew-1322771"">Autumn Chicken Stew</a>.","['2 bay leaves', '1 medium butternut squash, cubed', '1 can (28 oz, 796 ml) whole tomatoes, pureed', '1 teaspoon chili flakes', '1 pinches of cinnamon', '1 fennel bulb, thinly sliced', '2 cloves garlic, minced', '1/2 bunch of kale', '2 cups mushrooms, thinly sliced', '2 cups mushrooms, thinly sliced', '1 tablespoon olive oil', '1 onion, diced', '1 parsnip, cored and diced', '1 tablespoon rosemary, minced', '1 tablespoon rosemary, minced', 'salt and pepper to taste', '1 cup vegetable broth']",4,45,"<ol><li>In a large soup pot, heat the olive oil over a medium heat. Cook onions, stirring, until golden and beginning to caramelize.</li><li>Add garlic, fennel, squash, parsnip, rosemary, bay leaves, salt and pepper. Continue to cook for about five minutes until the vegetables start to soften.</li><li>Add stock, pureed tomatoes and chili flakes. Cover and simmer until the vegetables are tender, about 15 minutes.</li><li>Meanwhile, saute thinly sliced mushrooms in a little olive oil and butter until they start to brown.</li><li>Once the vegetables are tender, add mushrooms and kale to the stew along with a pinch or two of cinnamon. Taste and adjust seasoning, adding more salt, pepper or chili flakes if needed.</li><li>Try serving topped with a little Italian flat leaf parsley and sour cream and whole wheat bread on the side</li></ol>",https://spoonacular.com/recipeImages/659689-556x370.jpg
646191,https://www.foodista.com/recipe/BGVRBNNT/ham-and-swiss-panini-with-mushrooms-and-kale,foodista.com,Ham and Swiss Panini With Mushrooms and Kale,"['lunch', 'main course', 'main dish', 'dinner']","Ham and Swiss Panini With Mushrooms and Kale could be just the <b>lacto ovo vegetarian</b> recipe you've been looking for. This recipe serves 2 and costs $1.75 per serving. One serving contains <b>258 calories</b>, <b>21g of protein</b>, and <b>6g of fat</b>. This recipe from Foodista requires sprouted wheat bread, swiss cheese, dijon mustard, and thyme. 1 person has tried and liked this recipe. It works best as a main course, and is done in about <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 93%</b>. This score is excellent. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/heartland-ham-swiss-panini-277161"">Heartland Ham & Swiss Panini</a>, <a href=""https://spoonacular.com/recipes/leftover-turkey-and-swiss-panini-48937"">Leftover Turkey and Swiss Panini</a>, and <a href=""https://spoonacular.com/recipes/grilled-turkey-and-swiss-panini-sandwich-107595"">Grilled Turkey and Swiss Panini Sandwich</a>.","['4 slices sprouted wheat bread', '4 slices sprouted wheat bread', '2 slices low fat swiss cheese', '4 ounces mushroom, sliced', '4 ounces mushroom, sliced', '4 cups kale, chopped', '1 tablespoon thyme, minced', '2 teaspoons Dijon mustard']",2,45,"Heat a large skillet over medium heat and spray with cooking spray. Add mushrooms and cook 3  5 minutes until tender. Add kale and thyme and cook another 2  3 minutes to lightly wilt kale. Season with salt and pepper to taste.
Spread 1 teaspoon Dijon mustard over one slice of bread. Layer ham and Swiss cheese, then half the mushroom and kale mixture. This will pile on, but thats what you want.
Top sandwich with another slice of bread and lightly spray with olive oil cooking spray. Place the slide with cooking spray down on a panini grill, then lightly spray the other side of the bread with cooking spray.
Grill 4  5 minutes until cheese melts and bread is toasty brown.
Repeat with remaining ingredients.",https://spoonacular.com/recipeImages/646191-556x370.jpg
658070,http://www.foodista.com/recipe/SQW34RMP/red-lentil-salad,Foodista,Red Lentil Salad,['side dish'],"The recipe Red Lentil Salad can be made <b>in roughly 45 minutes</b>. One portion of this dish contains about <b>25g of protein</b>, <b>22g of fat</b>, and a total of <b>548 calories</b>. This recipe serves 2. For <b>$1.82 per serving</b>, this recipe <b>covers 37%</b> of your daily requirements of vitamins and minerals. 1 person were impressed by this recipe. This recipe from Foodista requires zucchini, parsley, garlic, and lentils. It works well as a reasonably priced side dish. It is a good option if you're following a <b>gluten free, dairy free, lacto ovo vegetarian, and vegan</b> diet. Overall, this recipe earns an <b>excellent spoonacular score of 93%</b>. Try <a href=""https://spoonacular.com/recipes/red-lentil-salad-33964"">Red Lentil Salad</a>, <a href=""https://spoonacular.com/recipes/red-lentil-salad-364517"">Red Lentil Salad</a>, and <a href=""https://spoonacular.com/recipes/lentil-red-pepper-salad-22381"">Lentil-red Pepper Salad</a> for similar recipes.","['3 Cherry tomatoes, diced', '1/2 tablespoon Dried parsley', '1 tablespoon minced garlic', '2 tablespoons Raspberry vinegar', 'Red bell pepper, diced', '1 cup red split lentils (Masoor Dal)', 'Salt and pepper to taste', '3 tablespoons Walnut oil', '4 cups water', '1 small chunk Zucchini, finely diced']",2,45,"<ol><li>Rinse and remove any debris. Place lentils and water in a medium pot. Bring it to a bail and cook the lentils until soft but firm, about 8 minutes.</li><li>Whisk together the walnut oil and raspberry vinegar in a small bowl, add in the garlic, salt, and pepper. Dice the red pepper and cherry tomatoes.</li><li>Once the lentils are done, drain and rinse with cold running water. Place them in a large bowl and toss together with the red pepper, cherry tomatoes, zucchini and dressing, mix in the dried parsley.</li></ol>",https://spoonacular.com/recipeImages/658070-556x370.jpg
640921,http://www.foodista.com/recipe/X8NMGGCS/crown-chokes,foodista.com,Stuffed Artichoke Main Dish,"['side dish', 'lunch', 'main course', 'main dish', 'dinner']","Stuffed Artichoke Main Dish is a <b>gluten free</b> recipe with 2 servings. One portion of this dish contains approximately <b>56g of protein</b>, <b>9g of fat</b>, and a total of <b>500 calories</b>. For <b>$3.58 per serving</b>, this recipe <b>covers 41%</b> of your daily requirements of vitamins and minerals. This recipe from Foodista requires mozzarella cheese, chicken breasts, garlic, and parmesan. 18 people have tried and liked this recipe. A few people really liked this main course. From preparation to the plate, this recipe takes approximately <b>1 hour</b>. With a spoonacular <b>score of 95%</b>, this dish is excellent. Similar recipes are <a href=""https://spoonacular.com/recipes/main-dish-minestrone-167120"">Main-Dish Minestrone</a>, <a href=""https://spoonacular.com/recipes/main-dish-shrimp-salad-421296"">Main-Dish Shrimp Salad</a>, and <a href=""https://spoonacular.com/recipes/tuna-noodle-main-dish-410596"">Tuna Noodle Main Dish</a>.","['1 Large Artichoke', '2 chicken breasts', '2 cloves of garlic', '1 lemon', '1 teaspoon of maple syrup', '1 teaspoon of olive olive oil', '1 teaspoon Parmesan', 'pepper', 'pepper', '1 large potato', '1 sprig of rosemary', '1 sprig of rosemary', 'salt', '1 handful shredded mozzarella cheese']",2,60,"<ol><li>Preparation of the artichoke</li><li>Pull apart center leaves of artichoke</li><li>Cut the center so that you take the prickly center</li><li>Use spoon to get all that out so you only have the center being empty</li><li>Add a bit of lemon juice to make sure it doesn't change color</li><li>Add artichoke to boiling water</li><li>Let boil for 10 min so it gets kind of soft</li><li>Take out</li><li>Add cold water so it cools</li><li>Cut the edges of artichoke</li><li>How to make the stuffing.</li><li>Boil the potato, or put into microwave to cook it up. (it just needs to be soft)</li><li>In a sauce pan at med-high heat add the olive oil, rosemary, maple syrup, crushed and finely sliced garlic and the chicken. Add the lemon sliced  up to the saucepan and cook it all together for for 15 min. So that it is all cooked up.  and put it onto a plate to cool.</li><li>Now there should be some sauce still left in the pan, so slice the cooked potatoe and add it to the pan to get all that tasty sauce.</li><li>Now cut up the chicken, potato and some grated mozzarella cheese and mash it up so that you can stuff it into the artichoke.</li><li>Bake in oven at 350 for 20ish min.</li></ol>",https://spoonacular.com/recipeImages/640921-556x370.jpg
644390,http://www.foodista.com/recipe/86RJVKPG/garlicky-roasted-kale,Foodista,Garlicky Roasted Kale,['side dish'],"You can never have too many side dish recipes, so give Garlicky Roasted Kale a try. Watching your figure? This gluten free, dairy free, paleolithic, and lacto ovo vegetarian recipe has <b>246 calories</b>, <b>9g of protein</b>, and <b>19g of fat</b> per serving. For <b>$1.86 per serving</b>, this recipe <b>covers 35%</b> of your daily requirements of vitamins and minerals. This recipe serves 2. 1 person were impressed by this recipe. A mixture of kale leaves, cayenne powder, garlic powder, and a handful of other ingredients are all it takes to make this recipe so flavorful. It is brought to you by Foodista. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 93%</b>, which is super. Similar recipes include <a href=""https://spoonacular.com/recipes/garlicky-kale-1267347"">Garlicky Kale</a>, <a href=""https://spoonacular.com/recipes/garlicky-kale-1584523"">Garlicky Kale</a>, and <a href=""https://spoonacular.com/recipes/garlicky-kale-1356853"">Garlicky Kale</a>.","['4 tablespoons apple cider vinegar', 'Cayenne powder', 'Garlic powder', '10 kale leaves (de-stemmed), cut into pieces', 'Kosher salt', '2 tablespoons olive oil']",2,45,"<ol><li>Whisk vinegar and olive oil until incorporated.</li><li>Coat both sides of each piece of kale, and lay them on a parchment paper covered baking sheets.  Sprinkle with garlic powder, cayenne and a pinch of kosher salt.</li><li>Bake for 10-15 minutes, or until leaves have browned, in a preheated 350 degree oven.   Toss halfway through so both sides get crispy.</li></ol>",https://spoonacular.com/recipeImages/644390-556x370.jpg
652038,http://www.foodista.com/recipe/QGDZZM3X/minted-pea-spinach-soup,Foodista,Minted Pea & Spinach Soup,"['antipasti', 'soup', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]","Minted Pea & Spinach Soup takes about <b>45 minutes</b> from beginning to end. This gluten free and lacto ovo vegetarian recipe serves 6 and costs <b>97 cents per serving</b>. One serving contains <b>184 calories</b>, <b>7g of protein</b>, and <b>5g of fat</b>. This recipe is liked by 3 foodies and cooks. It will be a hit at your <b>Autumn</b> event. It works well as a very reasonably priced hor d'oeuvre. Head to the store and pick up chicken stock, water, salt & pepper, and a few other things to make it today. It is brought to you by Foodista. Overall, this recipe earns an <b>excellent spoonacular score of 93%</b>. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/minted-pea-spinach-soup-1393981"">Minted Pea & Spinach Soup</a>, <a href=""https://spoonacular.com/recipes/minted-pea-spinach-soup-1365331"">Minted Pea & Spinach Soup</a>, and <a href=""https://spoonacular.com/recipes/fresh-spinach-soup-with-minted-pea-cilantro-478482"">Fresh Spinach Soup with Minted Pea & Cilantro</a>.","['1 cube chicken stock', '1/4 cup cream', '2 teaspoons dried mint (I like mint a lot, but you can use less if you prefer)', '1/4 cup milk', '500 grams (1 lb) frozen peas', '500 grams (1 lb) frozen peas', '500 grams (1 lb) frozen peas', '2 mediums potatoes, diced', 'salt & pepper to taste', '250 grams (½ pound) fresh spinach, chopped', '2 tablespoons sugar', '1 cup water (add more or less, depending on how thick you like your soup)', '2 tablespoons yoghurt']",6,45,"<ol><li>Place pototoes in a medium sized pot with a little bit of water and some salt & pepper. Place lid on and cook for 20 minutes until almost soft.</li><li>Add peas and cook for a further 5 minutes until potatoes are soft and cooked through.</li><li>Add spinach and cook a further 3 -5 minutes, until wilted.</li><li>Take off the heat and let cool for a few minutes, then blend to a puree with an immersion blender.</li><li>Place pot back on the stovetop, adding cream, milk, water and chicken stock. Re-heat for a few minutes until piping-hot. Add yoghurt, mint, sugar, salt and pepper to taste and stir through.</li><li>Serve immediately, scattered with some crispy croutons or bacon bits (or if you're like me and you just have some cheesegrillers on hand, fry them up in thin slices with a bit of sweet chilli sauce and use as topper).</li></ol>",https://spoonacular.com/recipeImages/652038-556x370.jpg
661365,http://www.foodista.com/recipe/SVZDH8S4/spinach-tomato-onion-couscous,foodista.com,"Spinach, Tomato & Onion Couscous","['lunch', 'main course', 'main dish', 'dinner']","You can never have too many main course recipes, so give Spinach, Tomato & Onion Couscous a try. One serving contains <b>565 calories</b>, <b>18g of protein</b>, and <b>24g of fat</b>. This recipe serves 3. For <b>$3.61 per serving</b>, this recipe <b>covers 28%</b> of your daily requirements of vitamins and minerals. 8 people were impressed by this recipe. It is a good option if you're following a <b>lacto ovo vegetarian</b> diet. Head to the store and pick up spinach, olive oil, onion, and a few other things to make it today. It is brought to you by Foodista. From preparation to the plate, this recipe takes about <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 91%</b>. This score is spectacular. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/roasted-garlic-couscous-with-tomatoes-dill-onion-and-spinach-497176"">Roasted Garlic Couscous with Tomatoes, Dill, Onion, and Spinach</a>, <a href=""https://spoonacular.com/recipes/feta-and-green-onion-couscous-cakes-over-tomato-olive-salad-133311"">Fetan and Green Onion Couscous Cakes over Tomato-Olive Salad</a>, and <a href=""https://spoonacular.com/recipes/lamb-chops-with-spinach-tomato-couscous-494031"">Lamb Chops with Spinach Tomato Couscous</a>.","[""1/2 cup feta (preferably goat or sheep's milk) crumbled, plus extra for garnish"", '2 tablespoons olive oil', '1/4 cup pine nuts', '1 small large red onion, chopped into pieces', '1/4 teaspoon salt', '5 cups fresh spinach, thoroughly washed', '1/2 pound ripe small tomatoes (preferably strawberry, cherry or', '1 1/2 cups water', '1 cup whole-wheat couscous']",3,45,"<ol><li>Bring the water, along with half the salt, to a boil in a small pan.  Once boiling, add the couscous, stir and cover with a lid.  Remove the pot from the heat, and allow it to sit for the 5 to 7 minutes it takes to cook the vegetables.</li><li>Heat a large pan over medium-high heat and add the 2 tablespoons of olive oil.  Once the oil is hot, add the onions and saut until they begin to brown.  Add the tomatoes and remaining salt and saut until they begin to wilt, about 20 to 30 seconds.  Add the spinach and saut just until it wilts but remains bright green. Finally, stir the pine nuts into the vegetable mixture and remove the pan from the heat.  Season with salt and pepper to taste.</li><li>Pour the couscous into a large bowl, add the sauted vegetables along with the crumbled feta and toss everything together.  Top with the extra crumbled feta and enjoy while hot.</li></ol>",https://spoonacular.com/recipeImages/661365-556x370.jpg
641072,https://www.foodista.com/recipe/HD7DHP8M/curried-chickpeas-and-vegetables,foodista.com,Curried Chickpeas and Vegetables,"['lunch', 'main course', 'main dish', 'dinner']","Curried Chickpeas and Vegetables takes about <b>45 minutes</b> from beginning to end. This recipe makes 2 servings with <b>448 calories</b>, <b>15g of protein</b>, and <b>11g of fat</b> each. For <b>$2.05 per serving</b>, this recipe <b>covers 31%</b> of your daily requirements of vitamins and minerals. A mixture of veggies, potatoes, onion, and a handful of other ingredients are all it takes to make this recipe so tasty. 1 person has tried and liked this recipe. It is brought to you by Foodista. It works well as a main course. It is a good option if you're following a <b>gluten free and dairy free</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 86%</b>. This score is outstanding. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/curried-vegetables-and-chickpeas-31356"">Curried Vegetables And Chickpeas</a>, <a href=""https://spoonacular.com/recipes/curried-chickpeas-with-spinach-951559"">Curried Chickpeas with Spinach</a>, and <a href=""https://spoonacular.com/recipes/curried-chickpeas-with-spinach-1587847"">Curried Chickpeas with Spinach</a>.","['1 cup of cooked chickpeas/garbanzo beans', '2 potatoes (cubed)', '4 cups of water', '3 cubes of"" NOT BEEF or NOT CHICKEN"" vegan bouillons.', '1/2 medium onion (diced)', '2 cloves of garlic', '6 oz can of diced tomatoes or pureed tomatoes', '1 cup of veggies (zucchini, carrots, 1 cup of fresh cilantro', '1 1/2 tablespoons of fresh ground ginger', '1 teaspoon of cumin', '2 tablespoons of curry powder', '1 teaspoon of garam masala', 'Pepper and liquid aminos (for salt) to taste', '1 tablespoon of oil (preferably grape seed oil or olive oil)']",2,45,"Saute garlic and onions in the oil.
After you sweat the onions, add spices (cumin, curry, and garam masala).
Add water, bouillon cubes, ginger, garbanzo beans/chickpeas, potatoes, and veggies.
Boil and simmer for about 25 minutes, or until all of the veggies are cooked.
Add fresh cilantro and cook for about 10 minutes more.
Serve with pita, vegan na'an, basamati rice, brown rice, or quinoa.  Note:  I didn't have time to make home made vegan na'an, so I just purchased a multi-grain pizza dough from the deli.  Directions: 1 small tennis ball sized dough, flatten, cover with flour, and season with olive oil, garlic powder, and a bit of salt.
Enjoy!",https://spoonacular.com/recipeImages/641072-556x370.jpg
646930,https://www.foodista.com/recipe/Y37ZMBWN/homemade-broccoli-cheddar-soup,foodista.com,Homemade Broccoli Cheddar Soup,"['soup', 'lunch', 'main course', 'main dish', 'dinner']","Homemade Broccoli Cheddar Soup could be just the <b>gluten free</b> recipe you've been looking for. One serving contains <b>498 calories</b>, <b>22g of protein</b>, and <b>24g of fat</b>. For <b>$3.25 per serving</b>, this recipe <b>covers 35%</b> of your daily requirements of vitamins and minerals. This recipe serves 4. This recipe from Foodista requires almond milk, pepper, juice of lemon, and bay leaf. It will be a hit at your <b>Autumn</b> event. 17 people have tried and liked this recipe. It works best as a main course, and is done in roughly <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 90%</b>. This score is tremendous. Similar recipes are <a href=""https://spoonacular.com/recipes/cheddar-broccoli-potato-soup-with-homemade-herb-croutons-835630"">Cheddar Broccoli Potato Soup with Homemade Herb Croutons</a>, <a href=""https://spoonacular.com/recipes/broccoli-cheddar-soup-484964"">Broccoli Cheddar Soup</a>, and <a href=""https://spoonacular.com/recipes/cheddar-broccoli-soup-1315375"">Cheddar Broccoli Soup</a>.","['8 cups raw broccoli, florets and stalk, chopped', '1 shallot, chopped', '1 lemon, juiced', '3 cups vegetable broth', '1 teaspoon pepper', '1 teaspoon salt', '1 small red onion, chopped', '1 cup plain yogurt', '3 cups Yukon Gold potatoes, rough chop (skin on)', '1 cup parsley', '1 bay leaf', '1/2 cup olive oil', '1 cup almond milk, plain flavor', '1 1/2 cups shredded cheddar cheese']",4,45,"In your soup pot, saute over med-high heat: 2 Tbsp of your olive oil with the shallot, onion and jalapeno. When cooked lightly, add in lemon juice, veggie broth, remaining oil, salt and pepper. Reduce heat to medium. Add Potatoes and bring broth to a boil. Cook until potatoes are tender.
Add chopped Broccoli (florets and steams). Remember to leave out a few florets for later use though.Cover with lid, when broccoli is tender, turn heat off.
Transfer contents of pot into a large mixing bowl. Allow to cool slightly. Add to the bowl the fresh parsley, Chobani and almond milk. Fold new ingredients into the hot soup mixture.
In batches, puree the soup in a food-processor (maybe someday soon, a Vitamix!) style blender. Soup should be smooth-no lumps or chunks. In the soup pot, add the broccoli florets, a dash of veggie broth and saute covered for about a minute until tender. Add the pureed soup back into the soup pot. Add a bay leaf and a few pinches of chopped basil (optional). Simmer uncovered for at least twenty minutes to cook out all the air bubbles. Stir constantly for the first few minutes. Remove the bay leaf before serving or storing.",https://spoonacular.com/recipeImages/646930-556x370.jpg
648279,http://www.foodista.com/recipe/4QNQXMDZ/italian-tuna-pasta,foodista.com,Italian Tuna Pasta,"['side dish', 'lunch', 'main course', 'main dish', 'dinner']","Italian Tuna Pastan is a Mediterranean main course. Watching your figure? This dairy free and pescatarian recipe has <b>464 calories</b>, <b>38g of protein</b>, and <b>3g of fat</b> per serving. For <b>$2.09 per serving</b>, this recipe <b>covers 35%</b> of your daily requirements of vitamins and minerals. This recipe serves 3. 1 person found this recipe to be yummy and satisfying. From preparation to the plate, this recipe takes around <b>20 minutes</b>. It is brought to you by Foodista. A mixture of chillies, pasta shells, juice of lemon, and a handful of other ingredients are all it takes to make this recipe so tasty. Taking all factors into account, this recipe <b>earns a spoonacular score of 93%</b>, which is excellent. Try <a href=""https://spoonacular.com/recipes/italian-tuna-pasta-salad-413394"">Italian Tuna Pasta Salad</a>, <a href=""https://spoonacular.com/recipes/pasta-and-tuna-salad-ensalada-de-pasta-y-atn-226303"">Pastan and Tuna Salad (Ensalada de Pasta y Atún)</a>, and <a href=""https://spoonacular.com/recipes/raw-tomato-sauce-for-pasta-the-italian-pasta-alla-crudaiola-1530081"">Raw tomato sauce for pasta, the Italian pastan alla crudaiola</a> for similar recipes.","['2 fresh chillies', '1 tablespoon minced garlic', 'Ground black pepper', '2 lemons, juiced', '1/2 cup of chopped parsley leaves', ""250 grams of pasta shells (cook pasta according to packet's instructions)"", '1 red pepper', '400 grams of tuna, drained and flaked']",3,20,"<ol><li>Once pasta is cooked, drain and leave to cool for a minute.</li><li>Place small skillet on medium fire, drizzle olive oil, add in red pepper and stir-fry for 1-2 minutes. Put aside.</li><li>Toss pasta shells, red pepper, tuna, parsley, garlic, chillies and lemon juice. Season with ground black pepper to taste, spoon into serving bowls. </li></ol>",https://spoonacular.com/recipeImages/648279-556x370.jpg
