id,title,source_name,summary,instructions,ingredients,image,dishTypes
634434,Basil Marinated Grilled Chicken,foodista.com,"Basil Marinated Grilled Chicken is a <b>gluten free, dairy free, paleolithic, and primal</b> recipe with 8 servings. One serving contains <b>309 calories</b>, <b>48g of protein</b>, and <b>11g of fat</b>. For <b>$2.59 per serving</b>, this recipe <b>covers 25%</b> of your daily requirements of vitamins and minerals. Head to the store and pick up garlic, chicken breasts, salt, and a few other things to make it today. 11 person have tried and liked this recipe. It will be a hit at your <b>The Fourth Of July</b> event. It works well as a rather cheap main course. It is brought to you by Foodista. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 80%</b>, which is excellent. Try <a href=""https://spoonacular.com/recipes/basil-marinated-grilled-chicken-1380155"">Basil Marinated Grilled Chicken</a>, <a href=""https://spoonacular.com/recipes/basil-marinated-grilled-chicken-1255469"">Basil Marinated Grilled Chicken</a>, and <a href=""https://spoonacular.com/recipes/all-purpose-lemon-basil-marinated-chicken-1202589"">All Purpose Lemon Basil Marinated Chicken</a> for similar recipes.","Mince garlic in a food processor, then add basil and process until roughly chopped.
Drizzle in olive oil until a thin ketchup consistency is achieved. Add salt and whirl for 5 seconds to combine.
Place chicken in a baking dish and pour marinade over chicken, turning pieces to coat evenly. Cover and refrigerate for 4 hours.
Grill over medium high heat until cooked through, about 8 minutes per side.","['4 cloves garlic', '2 cups lightly packed basil leaves', 'cup extra virgin olive oil, about ½', '1/2 teaspoon salt', '8 boneless chicken breasts, patted dry so the marinade wil']",https://spoonacular.com/recipeImages/634434-556x370.jpg,"['lunch', 'main course', 'main dish', 'dinner']"
636641,Cabbage and sausages in beer,Foodista,"Cabbage and sausages in beer could be just the <b>gluten free and dairy free</b> recipe you've been looking for. One portion of this dish contains roughly <b>12g of protein</b>, <b>41g of fat</b>, and a total of <b>539 calories</b>. For <b>$1.91 per serving</b>, you get a main course that serves 3. A couple people made this recipe, and 15 would say it hit the spot. It can be enjoyed any time, but it is especially good for <b>Father's Day</b>. A mixture of salt, sugar, cabbage, and a handful of other ingredients are all it takes to make this recipe so tasty. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. It is brought to you by Foodista. With a spoonacular <b>score of 67%</b>, this dish is good. Try <a href=""https://spoonacular.com/recipes/cabbage-and-sausages-in-beer-1485249"">Cabbage and sausages in beer</a>, <a href=""https://spoonacular.com/recipes/beer-cheese-mac-and-sausages-160934"">Beer-Cheese Mac and Sausages</a>, and <a href=""https://spoonacular.com/recipes/roasted-sausages-with-beer-braised-onions-40014"">Roasted Sausages with Beer-braised Onions</a> for similar recipes.","<ol><li>Melt the butter in a large pan over medium-low heat, add the onion, sugar and salt and cook them, stirring frequently, until the onion is golden, about 5-8 minutes.</li><li>Stir in the beer, scraping up any bits from the bottom of the pan.</li><li>Add the sausages, cabbage and potatoes and simmer, covered, stirring occasionally, for 20 minutes or until the vegetables are tender.</li><li>Serve the sausages and veggies in big bowls with plenty of the cooking liquid, sprinkled with freshly cracked pepper.</li></ol>","['200ml beer', '6 tablespoons Butter or margarine, divided', '400g green cabbage, halved lengthwise, cut into two-finger-width wedges', '1 small Onion, (diced)', 'Pepper to taste', '150g potatoes, cut into chunks', '1 teaspoon Salt', '200g smoked sausages, cut into thumb-length pieces', '½ Tbs sugar']",https://spoonacular.com/recipeImages/636641-556x370.jpg,"['lunch', 'main course', 'main dish', 'dinner']"
1165029,Instant Pot Curried Lentil Soup,spoonacular,"Instant Pot Curried Lentil Soup takes about <b>45 minutes</b> from beginning to end. This recipe serves 4. One serving contains <b>424 calories</b>, <b>18g of protein</b>, and <b>18g of fat</b>. For <b>$1.89 per serving</b>, this recipe <b>covers 28%</b> of your daily requirements of vitamins and minerals. <b>Autumn</b> will be even more special with this recipe. If you have ghee, vegetable broth, coconut milk, and a few other ingredients on hand, you can make it. It works well as a rather inexpensive main course. It is a good option if you're following a <b>gluten free and lacto ovo vegetarian</b> diet. It is brought to you by spoonacular user <a href=""/profile/coffeebean"">coffeebean</a>. <a href=""https://spoonacular.com/recipes/instant-pot-curried-carrot-red-lentil-soup-860365"">Instant Pot Curried Carrot Red Lentil Soup</a>, <a href=""https://spoonacular.com/recipes/instant-pot-curried-butternut-squash-soup-1677193"">Instant Pot Curried Butternut Squash Soup</a>, and <a href=""https://spoonacular.com/recipes/instant-pot-lentil-soup-1504271"">Instant Pot Lentil Soup</a> are very similar to this recipe.","<ol><li>Start the saute mode on your instant pot and add 1 tablespoon of ghee.</li><li>Once hot, add the diced onion. Saute until starting to brown.</li><li>Add chopped ginger. Saute another 1-2 minutes.</li><li>Add the diced carrots, broth, and lentils.</li><li>Stir in curry powder and any other spices.</li><li>Stir to combine.</li><li>Put the lid on the instant pot and set to manual (high pressure) and cook for 10 minutes.</li><li>Quick release carefully when the time is up.</li><li>Remove the lid.</li><li>Add coconut milk.</li><li>Blend with an immersion blender.</li><li>Taste and season more as needed.</li><li>When it is time to serve, add fresh cilantro.</li></ol>","['3 cups diced carrots', '1 onion', '8.5 oz coconut milk', 'curry powder', 'some fresh cilantro', 'fresh ginger', '1 tbsp ghee', '1 1/4 cups dried red lentils', '5 cups low sodium vegetable broth']",https://spoonacular.com/recipeImages/1165029-556x370.jpg,"['lunch', 'soup', 'main course', 'main dish', 'dinner']"
656298,Pistachio Pasta,Foodista,"The recipe Pistachio Pasta can be made <b>in roughly 45 minutes</b>. One serving contains <b>832 calories</b>, <b>30g of protein</b>, and <b>54g of fat</b>. For <b>$3.92 per serving</b>, this recipe <b>covers 35%</b> of your daily requirements of vitamins and minerals. This recipe serves 2. If you have olive oil, pasta, pistachio nuts, and a few other ingredients on hand, you can make it. Only a few people made this recipe, and 1 would say it hit the spot. It works well as a main course. It is brought to you by Foodista. Overall, this recipe earns an <b>amazing spoonacular score of 82%</b>. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/pistachio-pasta-138867"">Pistachio Pasta</a>, <a href=""https://spoonacular.com/recipes/pasta-with-pistachio-pesto-187619"">Pasta with Pistachio Pesto</a>, and <a href=""https://spoonacular.com/recipes/pasta-with-pistachio-pesto-1202313"">Pasta with Pistachio Pesto</a>.","<ol><li>In a large saucepan, saute garlic and onion in oil until onion is tender.</li><li>Add nuts, olives, parsley, lemon juice, pepper, basil, and pasta. Toss and heat over medium heat for 2 to 3 minutes. Add Parmesan cheese, toss again, and serve.</li></ol>","['1 teaspoon Crushed Basil', '8 ounces Cooked Pasta, drained', '1 clove Garlic', '1 teaspoon Lemon Juice', '2 tablespoons Olive Oil', '1 cup Chopped Olives', '1 cup Minced Onion', '1 cup Grated Parmesan Cheese', '1 cup Minced Parsley', '1 teaspoon Pepper', '1/2 cup Chopped Pistachio Nuts']",https://spoonacular.com/recipeImages/656298-556x370.jpg,"['side dish', 'lunch', 'main course', 'main dish', 'dinner']"
654504,Pancit Bihon (Filipino Pancit),foodista.com,"You can never have too many main course recipes, so give Pancit Bihon (Filipino Pancit) a try. One portion of this dish contains approximately <b>57g of protein</b>, <b>17g of fat</b>, and a total of <b>572 calories</b>. This dairy free recipe serves 6 and costs <b>$3.1 per serving</b>. 3 people have tried and liked this recipe. It is brought to you by Foodista. Head to the store and pick up rice vermicelli soaked in water, soy sauce, fried bacon, and a few other things to make it today. From preparation to the plate, this recipe takes around <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 78%</b>. This score is good. Similar recipes are <a href=""https://spoonacular.com/recipes/pancit-bihon-filipino-pancit-1220389"">Pancit Bihon (Filipino Pancit)</a>, <a href=""https://spoonacular.com/recipes/bihon-pancit-filipino-986728"">Bihon Pancit (Filipino)</a>, and <a href=""https://spoonacular.com/recipes/pancit-bihon-1220709"">Pancit Bihon</a>.","Heat a saucepan,put 1 tbsp oil and fry the bacon until brown.Set Aside
Add 3 tbsp oil to the sauce pan and caramelized onion then add garlic
Saute until aroma comes out then add the pork slices,cook stir frying for 10 minutes
Add chicken and prawn,saute for 10 minutes.
Then add in rice vermicelli,fried bacon,shitake mushroom,chicken broth,light soy sauce,thick and dark soy sauce,oyster sauce,ground pepper and sugar.
Cook in medium heat for about 10 minutes
Then add the veggies:carrot,cabbage and sweet peas.
Cook for another 5 minutes or until the rice noodle is cook.
Drizzle with sesame oil
Serve hot with Lumpiang Shanghai and soy calamansi dipping.","['250 grams rice vermicelli (bee hon) soaked in water for 20 minutes', '1 tablespoon tbsp oil+ 3 oil', '1/4 cup fried chopped bacon', '1 medium onion chopped', '6 cloves grated garlic', '20 pieces medium prawn cleaned and shelled', '150 teaspoons grams pork but shoulder sliced thinly marinate for 20 minutes in: 1 rice wine,a', '150 teaspoons grams chicken breast sliced thinly marinate for 20 minutes in: 1 rice wine,a das', '2 1/2 cups chicken broth', '1 tablespoon of light soy sauce', '1 tablespoon of thick,dark soy sauce', '1 tablespoon of oyster sauce', '2 teaspoons ground white pepper', '1 teaspoon sugar', '1 teaspoon sesame oil', '1/2 cup fresh Shitake mushroom slices', '1/2 cup carrot julienne cut', '1/2 cup sweet peas julienne cut', '1 cup cabbage cut into medium squares']",https://spoonacular.com/recipeImages/654504-556x370.jpg,"['lunch', 'main course', 'main dish', 'dinner']"
649426,Leek and Black Olives Stew,Foodista,"Leek and Black Olives Stew is a <b>gluten free, dairy free, lacto ovo vegetarian, and vegan</b> recipe with 6 servings. One serving contains <b>176 calories</b>, <b>3g of protein</b>, and <b>5g of fat</b>. For <b>$1.5 per serving</b>, this recipe <b>covers 19%</b> of your daily requirements of vitamins and minerals. It works well as a reasonably priced hor d'oeuvre for <b>Autumn</b>. This recipe is liked by 1 foodies and cooks. It is brought to you by Foodista. If you have parsley, olives, sea salt, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 77%</b>, which is pretty good. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/new-year-black-eyed-pea-salad-with-black-olives-feta-and-roasted-garlic-812016"">New Year black eyed pea salad with black olives, fetan and roasted garlic</a>, <a href=""https://spoonacular.com/recipes/duck-with-black-olives-and-black-olive-risotto-74814"">Duck With Black Olives And Black Olive Risotto</a>, and <a href=""https://spoonacular.com/recipes/leek-and-potato-stew-39287"">Leek and Potato Stew</a>.",Go to my blog for the full instructions: http://gourmandelle.com/leek-and-black-olives-stew/,"['1 kg coarsely chopped leeks', '100g black olives, pitted (and sliced - optional; I let mine whole)', '1 medium onion, diced', '1/2 cup white wine', '1 tbsp tomato paste', '1 bunch of dill', '1 bunch of parsley', '1 tbsp unrefined sunflower oil', '1 tsp sea salt (or more, to taste)', '1/2 tsp ground pepper']",https://spoonacular.com/recipeImages/649426-556x370.jpg,"['antipasti', 'soup', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]"
664011,Turkey Burgers,foodista.com,"Turkey Burgers might be a good recipe to expand your main course collection. This recipe serves 4. Watching your figure? This dairy free recipe has <b>199 calories</b>, <b>30g of protein</b>, and <b>4g of fat</b> per serving. For <b>$2.43 per serving</b>, this recipe <b>covers 23%</b> of your daily requirements of vitamins and minerals. 13 people have made this recipe and would make it again. This recipe from Foodista requires extra ground turkey, egg, zucchini, and paprika. From preparation to the plate, this recipe takes around <b>45 minutes</b>. It is a <b>reasonably priced</b> recipe for fans of American food. All things considered, we decided this recipe <b>deserves a spoonacular score of 81%</b>. This score is great. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/best-turkey-burgers-1004277"">Best Turkey Burgers</a>, <a href=""https://spoonacular.com/recipes/turkey-burgers-1371719"">Turkey Burgers</a>, and <a href=""https://spoonacular.com/recipes/turkey-burgers-138187"">Turkey Burgers</a>.","<ol><li>Mix all ingredients in a large bowl. Don't overwork it - just combine enough to have it well mixed.</li><li>Form 4-6 round patties. Cook on med-high heat until done. If unsure, insert a thermometer - 165 F is the temp. you are aiming for.</li><li>For roasted red pepper rings, seed and slice red pepper, spritz with olive oil and bake at 425 for 20 minutes.</li></ol>","['1/4 cup shredded carrots', '1 egg', '1 teaspoon of minced organic garlic', '2 green onions, chopped', '1 lb. extra lean ground turkey', '1/2 cup panko', '1 red bell pepper cut into rings if desired for garnish.', 'salt and pepper to taste', '1/2 teaspoon smoked paprika', '1/4 cup spinach, chopped', '1 tablespoon tomato paste', '1 medium zucchini, grated']",https://spoonacular.com/recipeImages/664011-556x370.jpg,"['lunch', 'main course', 'main dish', 'dinner']"
653775,"Open-Face Egg Sandwich with Bacon, Asparagus, and Pesto",foodista.com,"Open-Face Egg Sandwich with Bacon, Asparagus, and Pesto is a main course that serves 4. One portion of this dish contains approximately <b>27g of protein</b>, <b>42g of fat</b>, and a total of <b>654 calories</b>. For <b>$4.2 per serving</b>, this recipe <b>covers 43%</b> of your daily requirements of vitamins and minerals. 1 person were impressed by this recipe. If you have parmesan cheese, pine nuts, basil, and a few other ingredients on hand, you can make it. It is brought to you by Foodista. From preparation to the plate, this recipe takes about <b>45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 80%</b>, which is excellent. Similar recipes include <a href=""https://spoonacular.com/recipes/open-face-egg-sandwich-598464"">Open-Face Egg Sandwich</a>, <a href=""https://spoonacular.com/recipes/open-face-ham-and-egg-sandwich-235737"">Open-Face Ham-and-Egg Sandwich</a>, and <a href=""https://spoonacular.com/recipes/open-face-chicken-sandwich-with-artichoke-pesto-489321"">Open Face Chicken Sandwich with Artichoke Pesto</a>.","<ol><li>To make the pesto:  Place spinach leaves, basil leaves, minced garlic, pine nuts, Parmesan cheese, and olive oil in the bowl of a food processor.</li><li>Pulse until a spreadable paste forms.</li><li>Set aside.</li><li>To roast the asparagus and scallions:  Heat oven to 400 degrees.</li><li>Place the asparagus spears and scallions in a 9x13 pan and drizzle with the olive oil and balsamic vinegar.</li><li>Sprinkle salt and pepper.</li><li>Roast for about 20 minutes, or until they have browned.</li><li>To make the tomato and cucumber salad:  In a medium bowl, toss together the chopped tomato, the chopped cucumber, and the chopped basil.</li><li>Drizzle fresh lemon juice.</li><li>Sprinkle salt and pepper to taste.</li><li>To make the bacon and bronzed toast: Fry up bacon slices on a griddle over medium heat.</li><li>Once both sides have crisped, remove from griddle and place on a paper towel.</li><li>Dont drain the bacon grease, use this pan to toast the slices of bread. Place the slices of sourdough bread on the griddle and bronze each side.</li><li>Take off heat once both sides have browned</li><li>For the fried egg:  melt butter in skillet on medium heat.</li><li>To get the heart-shaped egg, we cracked the eggs into Norpro Nonstick Heart and Pancake Egg Rings, then continued to fry just until egg white is cooked, or sunny-side up, roughly 1 minute.</li><li>You could also fry the egg normally and cut the egg into a heart shape.</li><li>To assemble sandwiches: Place 2 slices of bacon on a slice of the bronzed sourdough toast.</li><li>Place a few roasted asparagus spears and scallion on top of the bacon.</li><li>Spread a thick layer of spinach basil pesto.</li><li>Finally, top with the heart-shaped fried egg.</li><li>Serve salad on side.</li></ol>","['12 ounces asparagus, ends trimmed', '8 slices bacon', '1/3 cup chopped basil', '0.66 container basil leaves', '¼ teaspoon freshly ground black pepper', '4 eggs', '½ English cucumber, chopped', '2 tablespoons extra virgin olive oil', '3 cloves garlic, minced', '¼ teaspoon kosher salt', 'drizzle of fresh lemon juice', '1 tablespoon olive oil', '¼ cup Parmesan cheese', '¼ cup pine nuts', '2 Roma tomatoes, chopped', 'salt and pepper to taste', '4 scallions, ends trimmed', '4 slices sourdough bread', '1 bunch spinach leaves', '1/2 teaspoon white balsamic vinegar']",,"['lunch', 'main course', 'morning meal', 'brunch', 'main dish', 'breakfast', 'dinner']"
664471,Vegan Peanut Butter Chocolate Cheesecake,Foodista,"If you have roughly <b>45 minutes</b> to spend in the kitchen, Vegan Peanut Butter Chocolate Cheesecake might be a spectacular <b>gluten free, dairy free, lacto ovo vegetarian, and vegan</b> recipe to try. One portion of this dish contains roughly <b>23g of protein</b>, <b>35g of fat</b>, and a total of <b>575 calories</b>. This recipe serves 8. For <b>$1.58 per serving</b>, this recipe <b>covers 26%</b> of your daily requirements of vitamins and minerals. If you have agar flakes, agave, water, and a few other ingredients on hand, you can make it. It is brought to you by Foodista. 1 person found this recipe to be delicious and satisfying. All things considered, we decided this recipe <b>deserves a spoonacular score of 72%</b>. This score is solid. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/vegan-chocolate-peanut-butter-swirl-mousse-pie-with-chocolate-peanut-butter-agave-sauce-1232045"">Vegan Chocolate Peanut Butter Swirl Mousse Pie With Chocolate Peanut Butter Agave Sauce</a>, <a href=""https://spoonacular.com/recipes/vegan-chocolate-peanut-butter-swirl-mousse-pie-with-chocolate-peanut-butter-agave-sauce-250671"">Vegan Chocolate Peanut Butter Swirl Mousse Pie With Chocolate Peanut Butter Agave Sauce</a>, and <a href=""https://spoonacular.com/recipes/no-bake-chocolate-peanut-butter-cheesecake-bars-gluten-free-refined-sugar-free-vegan-826355"">No Bake Chocolate Peanut Butter Cheesecake Bars (Gluten Free, Refined Sugar Free + Vegan)</a>.","<ol><li>For the Crust:</li><li>In a blender or food processor add the almonds, dates and cocoa and blend well. It should be a fine powder and it should stick together in almost a paste like form. Add to mixing bowl and pour in melted coconut oil.</li><li>Press into a glass pie dish. Press firmly until the crust is formed. If you press firmly enough it will hold together perfectly when its time to cut.</li><li>Cover and put in freezer to chill while you work on the filling.</li><li>For the topping:</li><li>Boil 1 cup water and add agar flakes. If you boil stirring constantly for 10 minutes until dissolved. Once dissolved turn the heat on low and add the maple, peanut butter, chocolate, and agave, stir on low until joined. Remove from heat and add soymilk. Let cool and store in an airtight container for two hours in the fridge.</li><li>For the Filling:</li><li>Drain tofu for 15 minutes in a colander with a plate and heavy can or jar to get any excess water out. Add to food processor or blender. To the blender also add cinnamon, vanilla, dates, maple, peanut butter soymilk, agave, and blend until creamy. Scrape down sides and blend again.</li><li>Remove pie crust from fridge and pour filling over. Let firm in freezer for two hours.</li><li>Once tofu filling is firm add the topping. By now the agar should have set and it should be thickened. Let sit overnight or for about four hours.</li><li>Blend 1/2 cup remaining dates and sprinkle on top</li><li>** If you dont have agar or cant find it, you could use this recipe for my cupcake frosting.</li><li>For the topping without agar</li><li>3 teaspoons pure baking cocoa</li><li>1/2 cup peanut butter</li><li>3/4 cup maple syrup</li><li>1/4 cup agave</li></ol>","['1 teaspoon agar flakes', '1/4 teaspoon agave', '1/4 cup agave nectar', '1.5 cups raw almonds', '1/2 teaspoon cinnamon', '3 tablespoons pure cocoa powder', '3 teaspoons pure cocoa powder', '4 tablespoons pure cocoa powder', '1/4 coconut oil (melted)', '1/2 cup creamy unsweetened peanut butter', '1/2 cups dates (same kind pre-chopped coated in oat flour)', '1.5 cup pitted dates ( I used chopped dates that were coated in oat flour from my local Sprouts store)', '1 block extra firm tofu (Please use organic tofu!)', '1/4 cup maple syrup', '1/2 cup peanut butter', '1/2 cup soy milk', '3/4 cups soy milk', '1 teaspoon vanilla extract', '1 cup water']",,[]
645657,Grilled Chicken Skewers with Asian Flavors,Foodista,"Grilled Chicken Skewers with Asian Flavors requires roughly <b>45 minutes</b> from start to finish. One portion of this dish contains roughly <b>54g of protein</b>, <b>15g of fat</b>, and a total of <b>560 calories</b>. This recipe serves 4. For <b>$3.33 per serving</b>, this recipe <b>covers 38%</b> of your daily requirements of vitamins and minerals. 1 person has tried and liked this recipe. It is a <b>rather expensive</b> recipe for fans of Asian food. It is brought to you by Foodista. <b>The Fourth Of July</b> will be even more special with this recipe. Head to the store and pick up pepper flakes, vegetable oil, garlic, and a few other things to make it today. It works well as a main course. It is a good option if you're following a <b>gluten free and dairy free</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 78%</b>. This score is solid. Try <a href=""https://spoonacular.com/recipes/grilled-lamb-chops-with-asian-flavors-16328"">Grilled Lamb Chops with Asian Flavors</a>, <a href=""https://spoonacular.com/recipes/grilled-asian-tofu-skewers-1745105"">Grilled Asian Tofu Skewers</a>, and <a href=""https://spoonacular.com/recipes/asian-chicken-skewers-308881"">Asian Chicken Skewers</a> for similar recipes.","<ol><li>Add the marinade ingredients to a large resealable freezer bag along with the chicken chunks. Seal the bag, pressing out the excess air. Marinate the chicken in the refrigerator 30-60 minutes, turning the bag over a couple of times to make sure that everything is marinating evenly.</li><li>Remove the chicken from the refrigerator, drizzle a bit of vegetable oil over the vegetables and sprinkle with salt & crushed red pepper flakes to taste. Skewer the chicken, veggies and pineapple evenly onto metal skewers. (If you are using wooden skewers, be sure to soak them in water for at least 30 minutes prior to assembling the skewers to keep them from burning up on the grill.)</li><li>Heat the grill on high heat. Grill the skewers, turning occasionally to brown on all sides, until the chicken and veggies are cooked through, about 15 minutes. Serve the skewers over cooked brown rice (if desired), sprinkled with scallion and the sweet chili sauce.</li></ol>","['cooked brown rice', '1 1/2 t. grated fresh ginger', '5 cloves of garlic', '2-3 c. fresh pineapple chunks', '1 medium red onion, cut into 1 inch pieces', 'crushed red pepper flakes to taste (start with 1/2 teaspoon)', 'salt & crushed red pepper flakes', 'sliced scallion', '1 T. toasted sesame oil', '2 lb. boneless, skinless chicken breasts, cut into about 1 1/2-inch pieces', '2 T. soy sauce', '1 1/2 t. sugar', 'sweet chili sauce', '1 tablespoon vegetable oil', '2 zucchini, cut into 1/2-inch thick slices']",https://spoonacular.com/recipeImages/645657-556x370.jpg,"['lunch', 'main course', 'main dish', 'dinner']"
1082038,Big Batch Smoothie Bowl,spoonacular,"Big Batch Smoothie Bowl could be just the <b>lacto ovo vegetarian</b> recipe you've been looking for. This recipe makes 6 servings with <b>434 calories</b>, <b>22g of protein</b>, and <b>18g of fat</b> each. For <b>$1.74 per serving</b>, this recipe <b>covers 19%</b> of your daily requirements of vitamins and minerals. It works well as a reasonably priced main course. It is brought to you by spoonacular user <a href=""/profile/coffeebean"">coffeebean</a>. From preparation to the plate, this recipe takes about <b>15 minutes</b>. Head to the store and pick up whey protein, pumpkin seeds, flaxseed, and a few other things to make it today. Similar recipes include <a href=""https://spoonacular.com/recipes/big-batch-smoothie-bowl-1405579"">Big Batch Smoothie Bowl</a>, <a href=""https://spoonacular.com/recipes/big-batch-smoothie-bowl-1375399"">Big Batch Smoothie Bowl</a>, and <a href=""https://spoonacular.com/recipes/big-batch-brownies-246947"">Big Batch Brownies</a>.","<ol><li>Blend frozen berries, kefir, and protein powder. It is best to do this in advance so it's not too icy cold.</li><li>Portion out each serving and top with sliced bananas, pomegranate seeds, granola, ground nuts, and flax.</li><li>Enjoy!</li></ol>","['90 grams whey protein', '150 grams frozen strawberries', '150 grams frozen blueberries', '3 bananas', '1 pomegranate', '60 grams walnuts', '30 grams pumpkin seeds', '30 grams flaxseed', '180 grams granola']",https://spoonacular.com/recipeImages/1082038-556x370.jpg,"['lunch', 'main course', 'main dish', 'dinner']"
649199,Lamb Chops Masala,Foodista,"Lamb Chops Masala requires about <b>45 minutes</b> from start to finish. This recipe serves 1. Watching your figure? This gluten free and primal recipe has <b>419 calories</b>, <b>20g of protein</b>, and <b>15g of fat</b> per serving. For <b>$5.05 per serving</b>, this recipe <b>covers 30%</b> of your daily requirements of vitamins and minerals. A mixture of yoghurt, remove all extra fat, ground roasted cumin seeds, and a handful of other ingredients are all it takes to make this recipe so flavorful. 1 person has tried and liked this recipe. It works well as a main course. Only a few people really liked this Indian dish. It is brought to you by Foodista. With a spoonacular <b>score of 84%</b>, this dish is tremendous. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/masala-lamb-chops-651180"">Masala Lamb Chops</a>, <a href=""https://spoonacular.com/recipes/grilled-lamb-chops-with-garam-masala-97354"">Grilled Lamb Chops with Garam Masala</a>, and <a href=""https://spoonacular.com/recipes/garam-masala-lamb-chops-with-apricot-couscous-697250"">Garam Masala Lamb Chops with Apricot Couscous</a>.","<ol><li>Here's a tasty Punjabi recipe for lamb chops. My folks originated from this area of the sub-continet and hence this was popular at home.</li><li>Put the ginger and garlic into the container of an electric blender with 2-3 tablespoons of water and blend to a paste.</li><li>Put the chops, tomatoes, onions, cayenne pepper, yoghurt, salt and ginger-garlic paste into a large wok or heavy-bottomed saucepan. Stir and bring to the boil. Turn the heat to low, cover and simmer for 50 minutes or until the chops are almost cooked. Add the cumin seeds and simmer for 10 to 15 minutes or until the meat is tender and the sauce thick. Add the garam masala and lemon juice and stir.</li><li>Sprinkle fresh coriander over the top and serve.</li><li>TIPS</li><li>In the Punjab, tomatoes are grated to make a puree - don't be tempted to use ready-prepared tomato puree instead of fresh.</li><li>The spice combinations in garam masala vary in different parts of India. In the Punjab this one which you can try making yourself is common: 5 tbsps coriander seeds, 3 tbsps cumin seeds, 2 1/2 tbsps black peppercorns, 2 1/2 black cardamom seeds, 2 in cinnamon stick, 4-5 cloves, 1/6 nutmeg. Put the coriander and the cumin into a cast-iron frying-pan over a medium heat.</li><li>Stir until lightly roasted. Allow to cool. Grind with the remaining ingredients in a clean coffee grinder and store in a tightly lidded jar.</li><li>This rich flavoursome dish originates in the fertile Punjab, a state now divided between India and Pakistan. There is nothing more important to a Punjabi man's diet than bread, and meals are accompanied by flat round cornbread rotis or rich, flaky pan-fried paratha layered with ghee</li><li>(clarified butter).</li><li>Rice is reserved for special occasions or for rice pudding, for the only food that makes a Punjabi feel he has eaten a proper meal is his bread! You of course, can serve this dish with plain boiled rice.</li></ol>","['1 tablespoon Cayenne', 'Coriander', '1 teaspoon Ground roasted cumin seeds', 'Remove all extra fat', '1 teaspoon x 2 Punjabi garam masala', '2 Cloves garlic, peeled and cut in ha', '3 In piece of fresh ginger', '6 8 lamb chops from the ribs,', '3 tablespoons Lemon juice', '2 mediums Sized onions very finely', 'Salt to taste', 'Tomatoes', '12 ounces fl Oz Plain yoghurt beaten', '8 ounces fl Oz grated or finely chopped']",https://spoonacular.com/recipeImages/649199-556x370.jpg,"['lunch', 'main course', 'main dish', 'dinner']"
