sourceUrl,sourceName,title,dishTypes,summary,extendedIngredients,servings,readyInMinutes,instructions,image
http://www.pinkwhen.com/beef-fajita-marinade-recipe/,Pink When,Beef Fajita Marinade,"['seasoning', 'marinade']","Beef Fajita Marinade takes about 45 minutes from beginning to end. This gluten free, dairy free, paleolithic, and primal recipe serves 2 and costs $8.91 per serving. One serving contains 677 calories, 75g of protein, and 40g of fat. This recipe from Pink When has 21 fans. It works well as a marinade. Head to the store and pick up cilantro, lime zest, lime juice, and a few other things to make it today. This recipe is typical of Mexican cuisine. All things considered, we decided this recipe deserves a spoonacular score of 88%. This score is tremendous. <a href=""https://spoonacular.com/recipes/beef-or-chicken-fajita-marinade-144886"">Beef or Chicken Fajita Marinade</a>, <a href=""https://spoonacular.com/recipes/beef-or-chicken-fajita-marinade-1409669"">Beef or Chicken Fajita Marinade</a>, and <a href=""https://spoonacular.com/recipes/fajita-marinade-i-472221"">Fajita Marinade I</a> are very similar to this recipe.","['1 Tbsp fresh cilantro', '2 cloves garlic', 'When you are ready to grill, take a cast iron skillet and start sauteing your veggies you want to eat on your fajitas. I chose a red onion thinly sliced, and a red and orange bell pepper, also thinly sliced with tbsp of Olive Oil to saute them in. (Have', '1 tsp ground chipotle pepper', '2 Tbsp fresh lime juice', '1 Tbsp lime zest', '2Tbsp olive oil', '1½ - 2lbs skirt steak']",2,45,"Take and rinse your meat, and then mix all of your marinade ingredients together. Once you have everything mixed well, go ahead and rub all over your cuts of meat. Cover with Saran Wrap and place in the fridge to marinade anywhere from 1 to 3 hours.When you are ready to grill, take a cast iron skillet and start sauteing your veggies you want to eat on your fajitas. I chose a red onion thinly sliced, and a red and orange bell pepper, also thinly sliced with a Tbsp of Olive Oil to saute them in. (Have your grill set at 350 degrees.)When your onions start becoming translucent and you have everything close to ready, it's time to grab those marinating skirt steaks and put them on the grillOnce the steaks are on, close the lid and set your timer for 5 minutes. Open the lid, and flip your steaks. This is the part that is fast! After 10 minutes and the steaks are done, remove them from the grill and cover them in foil.Let cool for a few minutes before slicing and serving.",https://spoonacular.com/recipeImages/715567-556x370.jpg
http://www.foodista.com/recipe/5X7YZGTZ/my-favorite-navy-bean-soup,foodista.com,My Favorite Navy Bean Soup,"['soup', 'lunch', 'main course', 'main dish', 'dinner']","You can never have too many main course recipes, so give My Favorite Navy Bean Soup a try. This recipe serves 8 and costs 86 cents per serving. Watching your figure? This gluten free and dairy free recipe has 218 calories, 14g of protein, and 1g of fat per serving. Autumn will be even more special with this recipe. This recipe from Foodista requires pepper, meaty ham bone, onion, and parsley. 1 person were glad they tried this recipe. From preparation to the plate, this recipe takes approximately 45 minutes. Overall, this recipe earns a super spoonacular score of 94%. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/navy-bean-soup-550296"">Navy Bean Soup</a>, <a href=""https://spoonacular.com/recipes/navy-bean-soup-178293"">Navy Bean Soup</a>, and <a href=""https://spoonacular.com/recipes/navy-bean-ham-and-bean-soup-119353"">Navy Bean (Ham and Bean) Soup</a>.","['1/4 teaspoon black pepper', '3 cups shredded (grated) carrots', '3 cups chopped celery', '1 pound dried navy beans', '1 tablespoon dried parsley', '2 cloves minced garlic', '1 meaty ham bone', '1/4 teaspoon tobasco sauce (I use cayenne pepper if I am out of tobas', '1 inch onion chopped (or shredded with carrot food processor)', '1/4 teaspoon Salt']",8,45,"<ol><li>Sort and wash beans -</li><li>Add 6 cups water and soak beans overnight or 8 hours (I always forget to do this before I go to bed so I ended up simmering the beans per package instructions, takes about 2 - 2 1/2 hours)</li><li>Drain beans, add ham bone and cover with water</li><li>Cover, bring to boil, reduce heat and simmer 1 hour</li><li>Add remaining ingredients, simmer 1 hour until beans are tender</li><li>Remove bone</li><li>Chop ham and return meat to soup</li></ol>",https://spoonacular.com/recipeImages/652855-556x370.jpg
http://www.foodista.com/recipe/3VXHGQB6/chimichurri-skirt-steak-with-grilled-asparagus,foodista.com,Chimichurri Skirt Steak with Grilled Asparagus,"['lunch', 'main course', 'main dish', 'dinner']","If you want to add more gluten free, dairy free, paleolithic, and primal recipes to your collection, Chimichurri Skirt Steak with Grilled Asparagus might be a recipe you should try. For $4.9 per serving, you get a main course that serves 4. One portion of this dish contains around 27g of protein, 30g of fat, and a total of 409 calories. This recipe is liked by 11 foodies and cooks. Head to the store and pick up pepper, chili pepper flakes, to 5 garlic cloves, and a few other things to make it today. From preparation to the plate, this recipe takes around 45 minutes. A couple people really liked this Latin American dish. The Fourth Of July will be even more special with this recipe. It is brought to you by Foodista. All things considered, we decided this recipe deserves a spoonacular score of 94%. This score is great. <a href=""https://spoonacular.com/recipes/chimichurri-skirt-steak-with-grilled-asparagus-1356875"">Chimichurri Skirt Steak with Grilled Asparagus</a>, <a href=""https://spoonacular.com/recipes/chimichurri-skirt-steak-with-grilled-asparagus-1345089"">Chimichurri Skirt Steak with Grilled Asparagus</a>, and <a href=""https://spoonacular.com/recipes/chimichurri-skirt-steak-with-grilled-asparagus-1352361"">Chimichurri Skirt Steak with Grilled Asparagus</a> are very similar to this recipe.","['1 pound green or white asparagus, woody ends snapped off & discarded', '1/2 teaspoon chili pepper flakes', '1 cup flat leaf parsley, lightly packed & rough chopped', '¼ cup fresh mint leaves', '3 to 5 garlic cloves, rough chopped', '4 garlic cloves, peeled', 'Kosher salt', '3 tablespoons lemon juice', '1/4 cup of extra-virgin olive oil', '¼ cup fresh oregano leaves', '1 teaspoon freshly ground pepper', 'Freshly cracked black pepper', '2 tablespoons Red wine vinegar', '2 tablespoons shallot, chopped', '2 skirt steaks']",4,45,"<ol><li>Place all chimichurri sauce ingredients except for the olive oil in a food processor &amp; pulse until well chopped. While the food processor is going, slowly pour the olive oil into the mixture until blended.  Reserve half of the sauce to serve on the side with the meal.</li><li>Season skirt steaks with salt &amp; pepper on bother sides.  Spoon the remaining chimichurri sauce over the steaks &amp; let marinate for 30 minutes up to overnight.</li><li>Pre-heat the grill to 350 to 400 F.</li><li>In a plastic resealable bag, add asparagus, olive oil, garlic, salt &amp; pepper.  Shake to coat &amp; place in a grill basket.</li><li>Place the steak &amp; grill basket of asparagus directly over a hot grill.  Gently toss the asparagus for even grilling &amp; baste with garlic, olive oil mixture  10 minutes.</li><li>Grill the skirt steak to desired temperature  5 to 8 minutes per side.</li><li>Remove from grill &amp; let steak rest for 10 minutes before slice long strips.  Spoon reserved chimichurri sauce over steak &amp; serve with asparagus on the side.</li></ol>",https://spoonacular.com/recipeImages/638626-556x370.jpg
http://www.pinkwhen.com/easy-baked-pork-chop-recipe/,pinkwhen.com,Easy Baked Pork Chop,"['lunch', 'main course', 'main dish', 'dinner']","Easy Baked Pork Chop requires approximately 45 minutes from start to finish. One portion of this dish contains roughly 59g of protein, 28g of fat, and a total of 520 calories. This gluten free, dairy free, and fodmap friendly recipe serves 3 and costs $3.19 per serving. It is brought to you by Pink When. If you have worcestershire sauce, lemon juice, cut pork chops, and a few other ingredients on hand, you can make it. It works well as a rather pricey main course. This recipe is liked by 405 foodies and cooks. Taking all factors into account, this recipe earns a spoonacular score of 92%, which is super. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/easy-baked-pork-chop-1370031"">Easy Baked Pork Chop</a>, <a href=""https://spoonacular.com/recipes/easy-dinner-s-baked-pork-chop-528251"">Easy Dinner s: Baked Pork Chop</a>, and <a href=""https://spoonacular.com/recipes/one-dish-baked-pork-chop-dinner-526437"">One Dish Baked Pork Chop Dinner</a>.","['2 tbsp ketchup', '1 tbsp lemon juice', '6 medium cut pork chops', '1 tbsp soy sauce', '2 tbsp vegetable oil', '2 tbsp worcestershire sauce']",3,45,"Heat your oven up to 350. Mix in a small bowl the soy sauce, worcestershire sauce, ketchup, vegetable oil, and lemon juice together. Rinse your pork chops, and place them in a glass baking dish. Place half of your mixture over the top of the pork chops and bake for 30 minutes. Remove from oven, turn over pork chops, and cover with the remaining mixture. Bake for an additional 30 minutes.You are all done! Add a salad, mashed potatoes, and some bread!Simple, Quick, and Easy.JOIN 500,000 SUBSCRIBERS!Join over 500,000 others who follow PinkWhen on Social Media, the PinkWhen blog, and email. Sign up to receive exclusive bonuses like this FREE Simple Fit Dinners Ebook.Don't wait! You won't want to miss a thing.Success! Now check your email to confirm your subscription and download your FREE ebook.There was an error submitting your subscription. Please try again.First NameEmail AddressSubscribePowered by ConvertKit",https://spoonacular.com/recipeImages/715481-556x370.jpg
http://fullbellysisters.blogspot.com/2016/04/mushroom-goat-cheese-baked-eggs.html,blogspot.com,Mushroom Goat Cheese Baked Eggs,"['lunch', 'main course', 'morning meal', 'brunch', 'main dish', 'breakfast', 'dinner']","You can never have too many main course recipes, so give Mushroom Goat Cheese Baked Eggs a try. One serving contains 706 calories, 40g of protein, and 25g of fat. This lacto ovo vegetarian recipe serves 2 and costs $4.53 per serving. This recipe from fullbellysisters.blogspot.com has 135 fans. A mixture of ghee, eggs, shallots, and a handful of other ingredients are all it takes to make this recipe so yummy. From preparation to the plate, this recipe takes roughly 45 minutes. With a spoonacular score of 94%, this dish is outstanding. Similar recipes are <a href=""https://spoonacular.com/recipes/mushroom-goat-cheese-baked-eggs-1625563"">Mushroom Goat Cheese Baked Eggs</a>, <a href=""https://spoonacular.com/recipes/mushroom-spinach-and-goat-cheese-baked-eggs-625772"">Mushroom Spinach and Goat Cheese Baked Eggs</a>, and <a href=""https://spoonacular.com/recipes/easy-mushroom-and-goats-cheese-scrambled-eggs-1323721"">Easy mushroom and goat's cheese scrambled eggs</a>.","['4 slices of crusty bread', '4 large eggs', '1 garlic clove, cut in half', '1 Tablespoon ghee or butter, divided', '2 ounces goat cheese, crumbled', '1 teaspoon herbes de Provence', '16 ounces sliced mushrooms', '16 ounces sliced mushrooms', 'salt and pepper, to taste', '4 large shallots, sliced']",2,45,"<ol><li><span></span>Preheat oven to 350 degrees. Place a large skillet over medium heat; add two teaspoons of ghee or butter and let it melt. Sauté the shallots until they begin to lightly caramelize. Stir in the mushrooms, as well as some salt and pepper, and sauté until the mushrooms release their juices and turn golden brown.</li><li>Place a teaspoon of ghee in a pie plate or casserole dish; heat in the oven for about two minutes, or until the ghee is softened. Using a pastry brush, spread the melted ghee all around the inside of the baking dish. Add the mushroom and shallot mixture, then top with the crumbled goat cheese.</li><li>Using the back of a spoon, make four indentations in the mushroom mixture. Carefully crack an egg into each indentation. Top with salt, pepper, and herbes de Provence.</li><li>Bake for 18 to 23 minutes or until desired doneness. The whites should be cooked through but the yolks still soft. While the eggs are baking, toast the bread. Gently rub the toast with the cut side of the garlic clove until the bread is fragrant.</li><li>Remove the eggs from the oven. Top with fresh herbs or greens (I used baby arugula, but chopped chives would be fabulous, too) and serve with toast.</li></ol>",https://spoonacular.com/recipeImages/782619-556x370.png
https://www.foodista.com/recipe/7H36QLRW/peppery-absorption-cooked-red-wine-capellini,Foodista,Peppery Absorption-Cooked Red-Wine Capellini,"['side dish', 'lunch', 'main course', 'main dish', 'dinner']","Peppery Absorption-Cooked Red-Wine Capellini is a dairy free recipe with 4 servings. One serving contains 681 calories, 21g of protein, and 13g of fat. For $3.94 per serving, this recipe covers 36% of your daily requirements of vitamins and minerals. 4 people were impressed by this recipe. It works well as a pretty expensive main course. It is brought to you by Foodista. If you have cayenne pepper, flat parsley leaves, half alarge onion, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes roughly 45 minutes. All things considered, we decided this recipe deserves a spoonacular score of 92%. This score is tremendous. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/slow-cooked-lamb-shanks-in-red-wine-1244493"">Slow Cooked Lamb Shanks in Red Wine</a>, <a href=""https://spoonacular.com/recipes/slow-cooked-lamb-shanks-in-red-wine-97369"">Slow Cooked Lamb Shanks in Red Wine</a>, and <a href=""https://spoonacular.com/recipes/peposo-slow-cooked-peppery-veal-stew-57652"">Peposo - Slow Cooked, Peppery Veal Stew</a>.","['1 pound capellini or angel hair pasta', '3 tablespoons extra-virgin olive oil', 'Half alarge white onion, thinly sliced', '6 garlic cloves, minced', 'Kosher salt', '1 ½ pounds zucchini, diced', '1 bunch asparagus, trimmed and cut into 1/2-inch lengths', '1 1/2 cups halved cherry tomatoes', '1 tablespoon smoked paprika', '1 teaspoon freshly ground black pepper', '1/4 teaspoon cayenne pepper', '2 tablespoons fresh oregano leaves', '1 teaspoon minced fresh rosemary', '1 1/4 cups red wine (I use an inexpensive Spanish Tempranillo), plus additional as needed', '1 1/4 cups water, plus additional as needed', 'Minced fresh flatleaf parsley leaves for garnish']",4,45,"1.Preheat the oven to 375F. Break the capellini into approximately 3-inch lengths. Spread the pasta on a baking sheet, slide it into the oven, and toast, tossing occasionally with tongs, until golden brown, about 12 minutes.
2.Meanwhile, heat the olive oil in a large pot (at least 5 1/2 quarts) with a lid over medium heat. Add the onion, garlic, and a pinch of salt and cook, allowing them only to soften and grow aromatic but not brown, about 5 minutes. Increase the heat to medium-high and add the zucchini and another pinch of salt. Saut until the zucchini is well browned, about 5 more minutes.
3.Place the noodles on top of the zucchini mixture. Layer the asparagus and 1 cup of the cherry tomatoes on top of that and sprinkle in the smoked paprika, black pepper, cayenne pepper, oregano, and rosemary. Pour the red wine and  cup of water over the top. Toss as best you can with tongs; it will be hard at first because the noodles are stiff. Return the heat to medium and cover the pot.
4.Every 3 minutes, remove the lid and toss the pasta. The total cooking time will be 8 to 12 minutes. Toward the end, taste a noodle each time you remove the lid to see if it is done. If not, and there isnt any moisture left on the bottom of the pot, add a bit more wine or water, about 1/3 cup.
5.When the noodles are done to your liking, taste and make any final adjustments to the seasoning. Transfer to serving bowls. Garnish with the remaining 1/2 cup cherry tomatoes, the parsley, and another grind of black pepper. Serve immediately.",https://spoonacular.com/recipeImages/655706-556x370.jpg
http://www.foodista.com/recipe/CWDP84PH/spicy-lentil-and-black-rice-soup-with-kale-spinach-and-leek,Foodista,"Spicy lentil and black rice soup with kale, spinach and leek","['antipasti', 'soup', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]","Spicy lentil and black rice soup with kale, spinach and leek is a gluten free, dairy free, lacto ovo vegetarian, and vegan recipe with 12 servings. One portion of this dish contains about 11g of protein, 1g of fat, and a total of 202 calories. For 84 cents per serving, this recipe covers 25% of your daily requirements of vitamins and minerals. Head to the store and pick up onion, carrot, leek, and a few other things to make it today. Not a lot of people made this recipe, and 1 would say it hit the spot. Autumn will be even more special with this recipe. It works well as a very affordable hor d'oeuvre. From preparation to the plate, this recipe takes roughly 45 minutes. It is brought to you by Foodista. Overall, this recipe earns an awesome spoonacular score of 94%. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/spicy-sausage-lentil-kale-soup-566142"">Spicy Sausage Lentil & Kale Soup</a>, <a href=""https://spoonacular.com/recipes/spicy-sausage-lentil-kale-soup-1337093"">Spicy Sausage Lentil & Kale Soup</a>, and <a href=""https://spoonacular.com/recipes/spicy-chorizo-red-lentil-soup-with-kale-519546"">Spicy Chorizo Red Lentil Soup with Kale</a>.","['1 cup black rice', '2 cups diced carrot', '1/4 tsp cayenne', '2 celery stalks (diced)', '1 tablespoon chili powder', '1 tsp cumin', '2 cups green lentils', '1 tsp dried thyme', '3 garlic cloves (minced)', '1 bunch kale (chopped - I used purple kale but you can use any type)', '1 leek (sliced)', '1/2 tsp oregano', '1 tsp cracked black pepper', '1 red onion (diced)', '2 tsp sea salt', '1/2 bunch fresh spinach (chopped)', '4 cups vegetable broth', '10 cups water']",12,45,"<ol><li>Start by soaking your beautiful green lentils in water while you dice up all of your veggies.</li><li>While your lentils are soaking in the water, chop up your  carrots, celery, garlic, onion and leek.</li><li>Once all your veggies are chopped, heat up the olive oil in a stock pot over medium high heat and add the diced veggies.  Cook just until the the onion and garlic softens, about 7 minutes or so.</li><li>While your veggies are cooking, chop up your kale and get it ready to go, but don't add it yet.  You don't need to worry about chopping the spinach leaves, when it comes time to add them, just use the whole leaf.</li><li>Once your veggies are cooked, drain your lentils and add them and the rice to the veggies. If you can't find a black rice, just use wild rice.</li><li>Give the veggies, rice and lentils a stir and then add your veggie broth, water, kale, spinach and all of the spices and turn the heat to high.</li><li>Keep the burner on high just until the soup boils, reduce the heat to low and cover for 25 minutes. Covering the soup will ensure that the lentils and rice cook thoroughly.</li><li>After the soup cooks covered for 25 minutes, remove the cover and continue to cook on low for another 30 minutes or so.  I added another 1/2 tsp of salt and a bit of pepper for flavoring at this point and it was a perfect balance.</li><li>After the final 30 minutes of simmer, simply serve and enjoy!</li></ol>",https://spoonacular.com/recipeImages/661122-556x370.jpg
https://maplewoodroad.com/cauliflower-rice-and-oven-roasted-cauliflower/,Maplewood Road,Cauliflower Rice,['side dish'],"If you want to add more gluten free, dairy free, paleolithic, and lacto ovo vegetarian recipes to your recipe box, Cauliflower Rice might be a recipe you should try. This recipe makes 1 servings with 456 calories, 15g of protein, and 30g of fat each. For $5.23 per serving, this recipe covers 39% of your daily requirements of vitamins and minerals. It works best as a side dish, and is done in approximately 15 minutes. A mixture of cauliflower, olive oil, flat leaf parsley, and a handful of other ingredients are all it takes to make this recipe so scrumptious. It is brought to you by spoonacular user <a href=""/profile/maplewoodroad"">maplewoodroad</a>. Similar recipes include <a href=""https://spoonacular.com/recipes/cauliflower-brown-rice-and-vegetable-fried-rice-1625893"">Cauliflower, Brown Rice, and Vegetable Fried Rice</a>, <a href=""https://spoonacular.com/recipes/cauliflower-brown-rice-and-vegetable-fried-rice-1584601"">Cauliflower, Brown Rice, and Vegetable Fried Rice</a>, and <a href=""https://spoonacular.com/recipes/cauliflower-brown-rice-and-vegetable-fried-rice-1403527"">Cauliflower, Brown Rice, and Vegetable Fried Rice</a>.","['1 (1-1/2 lb) head of cauliflower', '2 Tbsp extra-virgin olive oil', '1 leek, finely chopped (about 1/2 c)', '1/4 tsp each of salt and pepper (more to taste)', '1/2 c flat leaf Italian parsley, roughly chopped']",1,15,"Cut cauliflower into chunks, rinse in colander, and pat dry.
Pulse in the food processor for about 20 seconds.
Over medium-high heat, heat up extra-vigin olive oil and sauté a finely chopped leek for 2 minutes.
Add uncooked cauliflower rice and stir occasionally for about 4 minutes. If you cook the cauliflower rice for too long it’ll become a) mushy and b) bitter.
Season with ¼ tsp each of salt and pepper. Toward the end, stir in parsley. Taste and re-season as necessary. Serve and garnish with some extra parsley.",https://spoonacular.com/recipeImages/1697645-556x370.jpg
http://www.foodista.com/recipe/4BTWKPRC/pasta-with-chickpeas-and-kale,foodista.com,Pasta With Chickpeas and Kale,"['side dish', 'lunch', 'main course', 'main dish', 'dinner']","Pasta With Chickpeas and Kale is a main course that serves 4. One portion of this dish contains roughly 24g of protein, 7g of fat, and a total of 609 calories. For $2.44 per serving, this recipe covers 30% of your daily requirements of vitamins and minerals. This recipe from Foodista requires olive oil, chickpeas, parsley, and kale. This recipe is liked by 2 foodies and cooks. From preparation to the plate, this recipe takes about 45 minutes. It is a good option if you're following a dairy free, lacto ovo vegetarian, and vegan diet. With a spoonacular score of 94%, this dish is great. Similar recipes include <a href=""https://spoonacular.com/recipes/pasta-with-chickpeas-and-kale-1367731"">Pasta With Chickpeas and Kale</a>, <a href=""https://spoonacular.com/recipes/creamed-kale-with-chickpeas-608963"">Creamed kale with chickpeas</a>, and <a href=""https://spoonacular.com/recipes/curried-chickpeas-and-kale-1501017"">Curried Chickpeas and Kale</a>.","['1 Dried hot pepper (opt)', '2 cups Cooked chickpeas, drained', '1 tablespoon Garlic, minced', '1 pound Kale or other greens, washed and trimmed', '1 tablespoon Olive oil', '4 tablespoons Parsley, minced', 'Salt and pepper to taste', '1 pound Ziti, elbow macaroni, twists or bowties']",4,45,"<ol><li>Set a large pot of water to boil, and add salt. Cut the kale stems into 2-3 inch pieces; chop the leaves coarsely and set aside. Boil the stems until they are nearly tender; then, add the greens. Cook until kale is quite tender but stillbright green. Scoop it out with a slotted spoon, place in a bowl of ice water, and keep pot boiling. When the kale cools, squeeze out excess water, gather it into a mass and chop rather finely. Meanwhile, place olive oil in a large skillet over ve</li><li>Warm the garlic mixture over medium heat, and add the cooked pasta, the chickpeas and the chopped kale.</li><li>Toss well, taste for seasoning, garnish with parsley and serve immediately.</li></ol>",https://spoonacular.com/recipeImages/654905-556x370.jpg
https://www.foodista.com/recipe/F6BYJPMT/borani-esfanaaj,Foodista,Borani Esfanaaj,['side dish'],"You can never have too many side dish recipes, so give Borani Esfanaaj a try. One serving contains 69 calories, 5g of protein, and 2g of fat. This gluten free, lacto ovo vegetarian, and primal recipe serves 8 and costs $1.14 per serving. This recipe is liked by 1 foodies and cooks. A mixture of olive oil, a package of spinach, garlic, and a handful of other ingredients are all it takes to make this recipe so flavorful. It is brought to you by Foodista. From preparation to the plate, this recipe takes roughly 45 minutes. Overall, this recipe earns a pretty good spoonacular score of 80%. Try <a href=""https://spoonacular.com/recipes/persian-spinach-and-yogurt-dip-borani-esfanaj-1315135"">Persian Spinach and Yogurt Dip (Borani Esfanaj)</a>, <a href=""https://spoonacular.com/recipes/borani-e-khiar-cucumber-walnut-and-yogurt-salad-761185"">Borani-e Khiar (Cucumber, Walnut and Yogurt Salad)</a>, and <a href=""https://spoonacular.com/recipes/persian-spinach-and-yogurt-dip-borani-esfanaj-197876"">Persian Spinach and Yogurt Dip (Borani Esfanaj)</a> for similar recipes.","['1 teaspoon of olive oil, or any oil you have on hand', '1 small onion, chopped', '1 clove garlic, minced', '4 cups fresh spinach or a package of frozen spinach, washed', '1/4 teaspoon salt', 'pepper to taste', 'pepper to taste', '1 cup of the drained yogurt']",8,45,"Drizzle the oil into a medium pan and saut the onion and garlic on medium-low heat until tender and the onions are almost see-through.
Add the spinach and cook until leaves are wilted. Add salt and pepper
Set aside to cool for about 15 minutes.
In a small bowl mix together the drained yogurt and cooked spinach. Add any salt or pepper to taste.
Cool in the fridge for at least another 45 minutes. Then enjoy!",https://spoonacular.com/recipeImages/635679-556x370.jpg
http://www.foodista.com/recipe/ZHJ4PP8P/quinoa-tomato-green-onion-salad,Foodista,"Quinoa, Tomato, Green Onion Side Salad","['side dish', 'antipasti', 'salad', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]","Quinoa, Tomato, Green Onion Side Salad might be a good recipe to expand your hor d'oeuvre recipe box. For $1.39 per serving, this recipe covers 23% of your daily requirements of vitamins and minerals. One portion of this dish contains about 11g of protein, 18g of fat, and a total of 396 calories. This recipe serves 2. This recipe from Foodista has 2 fans. Head to the store and pick up green onions, water, salt and pepper, and a few other things to make it today. It is a good option if you're following a gluten free, dairy free, lacto ovo vegetarian, and vegan diet. From preparation to the plate, this recipe takes approximately 45 minutes. All things considered, we decided this recipe deserves a spoonacular score of 93%. This score is amazing. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/cucumber-tomato-and-green-onion-salad-376668"">Cucumber Tomato and Green Onion Salad</a>, <a href=""https://spoonacular.com/recipes/feta-and-green-onion-couscous-cakes-over-tomato-olive-salad-133311"">Fetan and Green Onion Couscous Cakes over Tomato-Olive Salad</a>, and <a href=""https://spoonacular.com/recipes/onion-tomato-gotsu-or-thakkali-kosthu-side-dish-for-idli-dosa-564811"">Onion Tomato Gotsu or Thakkali Kosthu | Side Dish For Idli Dosa</a>.","['1/2 cup minced green onions', '1/2 lemon', '2 Tbs. olive oil', '3/4 cup uncooked quinoa', 'salt and pepper', '2 medium size tomatoes', '1-1/2 cups water']",2,45,"<ol><li>Put your quinoa and your water in a pan. Heat over medium heat until bubbling, then cover and reduce heat to low. Cook for about 15 minutes or until all the water is absorbed.</li><li>While your quinoa is cooking, get out and wash your green onions and tomatoes. Chop them roughly.</li><li>Chop a lemon in half and squeeze one half's juice into a bowl, picking out the seeds.</li><li>Let your quinoa cool. A little warm is fine.</li><li>Add olive oil, lemon juice, and tomatoes and green onions to the pan. Stir.</li><li>Add salt and pepper to your liking.</li><li>Serve chilled</li></ol>",https://spoonacular.com/recipeImages/657698-556x370.jpg
http://www.foodista.com/recipe/HC6SVFST/easy-tabouleh,foodista.com,Easy Tabouleh,"['side dish', 'lunch', 'main course', 'main dish', 'dinner']","If you want to add more dairy free, lacto ovo vegetarian, and vegan recipes to your recipe box, Easy Tabouleh might be a recipe you should try. This main course has 717 calories, 14g of protein, and 44g of fat per serving. This recipe serves 1 and costs $4.64 per serving. From preparation to the plate, this recipe takes around 45 minutes. 2 people were impressed by this recipe. It is a pretty expensive recipe for fans of middl eastern food. This recipe from Foodista requires bulgur, olive oil, flat leaf parsley, and salt. Taking all factors into account, this recipe earns a spoonacular score of 93%, which is spectacular. <a href=""https://spoonacular.com/recipes/easy-tabouleh-1254441"">Easy Tabouleh</a>, <a href=""https://spoonacular.com/recipes/tabouleh-1277007"">Tabouleh</a>, and <a href=""https://spoonacular.com/recipes/tabouleh-1215825"">Tabouleh</a> are very similar to this recipe.","['1/2 cup bulgur', '2 smalls cucumbers', '1 bunch of flat leaf parsley', '1/2 lemon juice from a lemon', '3 tablespoons of olive oil', 'Salt', '2 medium tomatoes']",1,45,<ol><li>Chop the vegetables and parsley finely. The restaurant version has the veggies diced fairly small and I wanted to stay true to that.</li><li>Rinse the cracked wheat in a fine mesh sieve and let drain.</li><li>Combine all ingredients in a large bowl.</li></ol>,https://spoonacular.com/recipeImages/642121-556x370.jpg
